Ind_Ext,Force_Ext
-1.2e-05,1.5e-12
-1.2e-05,3.85e-12
-1.2e-05,4.07e-12
-1.2e-05,3.9e-12
-1.2e-05,3.7e-12
-1.2e-05,3.11e-12
-1.2e-05,2.91e-12
-1.2e-05,1.46e-12
-1.2e-05,1.78e-12
-1.2e-05,2.28e-12
-1.2e-05,1.67e-12
-1.19e-05,2.02e-12
-1.19e-05,1.94e-12
-1.19e-05,1.54e-12
-1.19e-05,2.24e-12
-1.19e-05,1.79e-12
-1.19e-05,1.41e-12
-1.19e-05,1.24e-12
-1.19e-05,1.69e-12
-1.19e-05,2.03e-12
-1.19e-05,1.15e-12
-1.19e-05,1.87e-12
-1.18e-05,1.73e-12
-1.18e-05,2.88e-12
-1.18e-05,1.58e-12
-1.18e-05,1.32e-12
-1.18e-05,2.1e-12
-1.18e-05,1.76e-12
-1.18e-05,3.02e-12
-1.18e-05,2.2e-12
-1.18e-05,3.49e-12
-1.18e-05,3.33e-12
-1.18e-05,3.38e-12
-1.17e-05,3.26e-12
-1.17e-05,3.22e-12
-1.17e-05,3.66e-12
-1.17e-05,2.35e-12
-1.17e-05,3.25e-12
-1.17e-05,2.72e-12
-1.17e-05,3.78e-12
-1.17e-05,3.49e-12
-1.17e-05,4.35e-12
-1.17e-05,4.88e-12
-1.16e-05,3.43e-12
-1.16e-05,4.51e-12
-1.16e-05,2.95e-12
-1.16e-05,3.71e-12
-1.16e-05,2.46e-12
-1.16e-05,2.6e-12
-1.16e-05,2.83e-12
-1.16e-05,1.42e-12
-1.16e-05,1.65e-12
-1.15e-05,5.82e-13
-1.15e-05,-1.63e-13
-1.15e-05,-6.13e-13
-1.15e-05,-1.94e-12
-1.15e-05,-3.12e-12
-1.15e-05,-3.76e-12
-1.15e-05,-4.97e-12
-1.15e-05,-6.13e-12
-1.15e-05,-6.06e-12
-1.14e-05,-6.54e-12
-1.14e-05,-6.58e-12
-1.14e-05,-7.79e-12
-1.14e-05,-7.55e-12
-1.14e-05,-9.13e-12
-1.14e-05,-9.45e-12
-1.14e-05,-9.5e-12
-1.14e-05,-1.09e-11
-1.14e-05,-1.14e-11
-1.13e-05,-1.21e-11
-1.13e-05,-1.26e-11
-1.13e-05,-1.29e-11
-1.13e-05,-1.34e-11
-1.13e-05,-1.33e-11
-1.13e-05,-1.38e-11
-1.13e-05,-1.26e-11
-1.13e-05,-1.36e-11
-1.13e-05,-1.46e-11
-1.12e-05,-1.4e-11
-1.12e-05,-1.52e-11
-1.12e-05,-1.47e-11
-1.12e-05,-1.57e-11
-1.12e-05,-1.65e-11
-1.12e-05,-1.67e-11
-1.12e-05,-1.63e-11
-1.12e-05,-1.71e-11
-1.11e-05,-1.64e-11
-1.11e-05,-1.7e-11
-1.11e-05,-1.66e-11
-1.11e-05,-1.74e-11
-1.11e-05,-1.82e-11
-1.11e-05,-1.8e-11
-1.11e-05,-1.76e-11
-1.11e-05,-1.74e-11
-1.1e-05,-1.86e-11
-1.1e-05,-1.8e-11
-1.1e-05,-1.81e-11
-1.1e-05,-1.8e-11
-1.1e-05,-1.81e-11
-1.1e-05,-1.82e-11
-1.1e-05,-1.84e-11
-1.1e-05,-1.76e-11
-1.09e-05,-1.79e-11
-1.09e-05,-1.85e-11
-1.09e-05,-1.74e-11
-1.09e-05,-1.73e-11
-1.09e-05,-1.84e-11
-1.09e-05,-1.85e-11
-1.09e-05,-1.85e-11
-1.09e-05,-1.88e-11
-1.08e-05,-1.84e-11
-1.08e-05,-1.87e-11
-1.08e-05,-1.86e-11
-1.08e-05,-1.98e-11
-1.08e-05,-1.92e-11
-1.08e-05,-1.97e-11
-1.08e-05,-1.98e-11
-1.07e-05,-2.03e-11
-1.07e-05,-1.96e-11
-1.07e-05,-2.01e-11
-1.07e-05,-2.12e-11
-1.07e-05,-1.92e-11
-1.07e-05,-2.04e-11
-1.07e-05,-2.02e-11
-1.07e-05,-2.05e-11
-1.06e-05,-1.99e-11
-1.06e-05,-1.95e-11
-1.06e-05,-2.03e-11
-1.06e-05,-2.1e-11
-1.06e-05,-2.19e-11
-1.06e-05,-2.09e-11
-1.06e-05,-2.2e-11
-1.05e-05,-2.17e-11
-1.05e-05,-2.23e-11
-1.05e-05,-2.21e-11
-1.05e-05,-2.27e-11
-1.05e-05,-2.39e-11
-1.05e-05,-2.27e-11
-1.05e-05,-2.37e-11
-1.04e-05,-2.3e-11
-1.04e-05,-2.25e-11
-1.04e-05,-2.32e-11
-1.04e-05,-2.34e-11
