Ind_Ext,Force_Ext
-1.19e-05,2.63e-13
-1.19e-05,2.18e-12
-1.19e-05,2.03e-12
-1.19e-05,8.25e-13
-1.19e-05,1.7e-12
-1.19e-05,1.89e-12
-1.19e-05,1.38e-12
-1.18e-05,9.65e-13
-1.18e-05,2.41e-12
-1.18e-05,2.11e-12
-1.18e-05,1.73e-12
-1.18e-05,1.2e-12
-1.18e-05,3.28e-13
-1.18e-05,1.3e-12
-1.18e-05,1.71e-12
-1.18e-05,1.02e-12
-1.18e-05,9.23e-13
-1.18e-05,7.53e-13
-1.17e-05,4.1e-14
-1.17e-05,-6.69e-14
-1.17e-05,1.58e-12
-1.17e-05,1.38e-13
-1.17e-05,4.72e-13
-1.17e-05,-7.8e-13
-1.17e-05,-7.05e-13
-1.17e-05,-5.94e-13
-1.17e-05,-1.67e-12
-1.17e-05,-1.35e-12
-1.16e-05,-9.7e-13
-1.16e-05,1.18e-12
-1.16e-05,2.21e-13
-1.16e-05,1.23e-12
-1.16e-05,1.07e-12
-1.16e-05,2.38e-12
-1.16e-05,1.59e-12
-1.16e-05,1.29e-12
-1.16e-05,2.29e-12
-1.16e-05,1.79e-12
-1.15e-05,1.53e-12
-1.15e-05,1.31e-12
-1.15e-05,1.4e-12
-1.15e-05,1.69e-12
-1.15e-05,1.21e-12
-1.15e-05,1.69e-12
-1.15e-05,1.57e-12
-1.15e-05,1.39e-12
-1.15e-05,1.98e-12
-1.15e-05,2.08e-12
-1.14e-05,1.8e-12
-1.14e-05,1.29e-12
-1.14e-05,1.89e-12
-1.14e-05,5.94e-13
-1.14e-05,9.28e-13
-1.14e-05,9.44e-13
-1.14e-05,1.03e-12
-1.14e-05,6.74e-13
-1.14e-05,3.76e-13
-1.13e-05,3.06e-13
-1.13e-05,2.48e-13
-1.13e-05,6.2e-13
-1.13e-05,8.26e-13
-1.13e-05,-6.71e-13
-1.13e-05,-6.22e-13
-1.13e-05,-4.01e-13
-1.13e-05,-9.65e-13
-1.13e-05,-1.58e-12
-1.12e-05,-1.47e-12
-1.12e-05,-2.55e-12
-1.12e-05,-1.78e-12
-1.12e-05,-2.65e-12
-1.12e-05,-3e-12
-1.12e-05,-3.33e-12
-1.12e-05,-4.03e-12
-1.12e-05,-3.89e-12
-1.11e-05,-4.76e-12
-1.11e-05,-4.56e-12
-1.11e-05,-5.18e-12
-1.11e-05,-5.17e-12
-1.11e-05,-5.33e-12
-1.11e-05,-5.66e-12
-1.11e-05,-5.68e-12
-1.11e-05,-6.58e-12
-1.11e-05,-6.96e-12
-1.1e-05,-6.77e-12
-1.1e-05,-6.99e-12
-1.1e-05,-7.35e-12
-1.1e-05,-7.06e-12
-1.1e-05,-7.96e-12
-1.1e-05,-9.25e-12
-1.1e-05,-8.55e-12
-1.1e-05,-1.04e-11
-1.09e-05,-1.03e-11
-1.09e-05,-1.04e-11
-1.09e-05,-1.08e-11
-1.09e-05,-1.18e-11
-1.09e-05,-1.2e-11
-1.09e-05,-1.15e-11
-1.09e-05,-1.22e-11
-1.08e-05,-1.24e-11
-1.08e-05,-1.3e-11
-1.08e-05,-1.35e-11
-1.08e-05,-1.37e-11
-1.08e-05,-1.34e-11
-1.08e-05,-1.4e-11
-1.08e-05,-1.39e-11
-1.08e-05,-1.45e-11
-1.07e-05,-1.49e-11
-1.07e-05,-1.45e-11
-1.07e-05,-1.42e-11
-1.07e-05,-1.45e-11
-1.07e-05,-1.41e-11
-1.07e-05,-1.6e-11
-1.07e-05,-1.56e-11
-1.07e-05,-1.57e-11
-1.06e-05,-1.56e-11
-1.06e-05,-1.74e-11
-1.06e-05,-1.57e-11
-1.06e-05,-1.58e-11
-1.06e-05,-1.62e-11
-1.06e-05,-1.6e-11
-1.06e-05,-1.72e-11
-1.05e-05,-1.6e-11
-1.05e-05,-1.79e-11
-1.05e-05,-1.7e-11
-1.05e-05,-1.81e-11
-1.05e-05,-1.79e-11
-1.05e-05,-1.89e-11
-1.05e-05,-1.87e-11
-1.04e-05,-1.87e-11
-1.04e-05,-1.92e-11
-1.04e-05,-1.82e-11
-1.04e-05,-1.89e-11
-1.04e-05,-1.85e-11
-1.04e-05,-1.88e-11
-1.04e-05,-1.95e-11
-1.03e-05,-1.87e-11
-1.03e-05,-1.92e-11
-1.03e-05,-1.98e-11
-1.03e-05,-2.05e-11
-1.03e-05,-1.92e-11
-1.03e-05,-1.95e-11
-1.02e-05,-2.02e-11
-1.02e-05,-1.97e-11
-1.02e-05,-2.1e-11
-1.02e-05,-1.99e-11
-1.02e-05,-2.13e-11
-1.02e-05,-2.19e-11
-1.02e-05,-2.23e-11
-1.01e-05,-2.28e-11
-1.01e-05,-2.23e-11
-1.01e-05,-2.35e-11
-1.01e-05,-2.31e-11
-1.01e-05,-2.4e-11
-1.01e-05,-2.42e-11
-1e-05,-2.54e-11
-1e-05,-2.53e-11
-1e-05,-2.57e-11
-1e-05,-2.66e-11
-9.98e-06,-2.61e-11
-9.97e-06,-2.75e-11
-9.95e-06,-2.76e-11
-9.93e-06,-2.83e-11
-9.92e-06,-2.88e-11
-9.9e-06,-2.88e-11
-9.89e-06,-2.91e-11
-9.87e-06,-2.94e-11
-9.85e-06,-3.02e-11
-9.84e-06,-3.08e-11
-9.82e-06,-3.09e-11
-9.8e-06,-3.11e-11
-9.79e-06,-3.11e-11
-9.77e-06,-3.14e-11
-9.75e-06,-3.07e-11
-9.74e-06,-3.11e-11
-9.72e-06,-3.15e-11
-9.7e-06,-3.17e-11
-9.69e-06,-3.14e-11
-9.67e-06,-3.16e-11
-9.65e-06,-3.17e-11
-9.64e-06,-3.2e-11
-9.62e-06,-3.24e-11
-9.6e-06,-3.2e-11
-9.58e-06,-3.33e-11
-9.57e-06,-3.27e-11
-9.55e-06,-3.35e-11
-9.53e-06,-3.21e-11
-9.52e-06,-3.39e-11
-9.5e-06,-3.28e-11
-9.48e-06,-3.3e-11
-9.46e-06,-3.33e-11
-9.45e-06,-3.36e-11
-9.43e-06,-3.44e-11
-9.41e-06,-3.32e-11
-9.39e-06,-3.42e-11
-9.38e-06,-3.47e-11
-9.36e-06,-3.4e-11
-9.34e-06,-3.41e-11
-9.32e-06,-3.32e-11
-9.31e-06,-3.5e-11
-9.29e-06,-3.43e-11
-9.27e-06,-3.48e-11
-9.25e-06,-3.42e-11
-9.23e-06,-3.43e-11
-9.22e-06,-3.46e-11
-9.2e-06,-3.46e-11
-9.18e-06,-3.54e-11
-9.16e-06,-3.52e-11
-9.14e-06,-3.55e-11
-9.13e-06,-3.61e-11
-9.11e-06,-3.65e-11
-9.09e-06,-3.63e-11
-9.07e-06,-3.54e-11
-9.05e-06,-3.62e-11
-9.03e-06,-3.54e-11
-9.02e-06,-3.67e-11
-9e-06,-3.61e-11
-8.98e-06,-3.68e-11
-8.96e-06,-3.68e-11
-8.94e-06,-3.72e-11
-8.92e-06,-3.74e-11
-8.9e-06,-3.68e-11
-8.89e-06,-3.75e-11
-8.87e-06,-3.69e-11
-8.85e-06,-3.76e-11
-8.83e-06,-3.73e-11
-8.81e-06,-3.71e-11
-8.79e-06,-3.74e-11
-8.77e-06,-3.68e-11
-8.75e-06,-3.77e-11
-8.73e-06,-3.74e-11
-8.71e-06,-3.75e-11
-8.7e-06,-3.64e-11
-8.68e-06,-3.73e-11
-8.66e-06,-3.75e-11
-8.64e-06,-3.71e-11
-8.62e-06,-3.73e-11
-8.6e-06,-3.62e-11
-8.58e-06,-3.7e-11
-8.56e-06,-3.66e-11
-8.54e-06,-3.69e-11
-8.52e-06,-3.77e-11
-8.5e-06,-3.72e-11
-8.48e-06,-3.69e-11
-8.46e-06,-3.68e-11
-8.45e-06,-3.7e-11
-8.43e-06,-3.71e-11
-8.41e-06,-3.67e-11
-8.39e-06,-3.68e-11
-8.37e-06,-3.58e-11
-8.35e-06,-3.55e-11
-8.33e-06,-3.6e-11
-8.31e-06,-3.54e-11
-8.29e-06,-3.5e-11
-8.27e-06,-3.53e-11
-8.25e-06,-3.38e-11
-8.23e-06,-3.39e-11
-8.21e-06,-3.42e-11
-8.19e-06,-3.34e-11
-8.17e-06,-3.33e-11
-8.15e-06,-3.33e-11
-8.13e-06,-3.36e-11
-8.11e-06,-3.2e-11
-8.09e-06,-3.3e-11
-8.07e-06,-3.22e-11
-8.05e-06,-3.19e-11
-8.03e-06,-3.18e-11
