Ind_Ext,Force_Ext
-1.22e-05,3.2e-12
-1.22e-05,1.39e-11
-1.22e-05,1.69e-11
-1.22e-05,1.79e-11
-1.22e-05,1.83e-11
-1.22e-05,1.86e-11
-1.22e-05,1.81e-11
-1.22e-05,1.82e-11
-1.22e-05,2.08e-11
-1.22e-05,2.1e-11
-1.21e-05,2.16e-11
-1.21e-05,2.21e-11
-1.21e-05,2.25e-11
-1.21e-05,2.29e-11
-1.21e-05,2.29e-11
-1.21e-05,2.31e-11
-1.21e-05,2.23e-11
-1.21e-05,2.33e-11
-1.21e-05,2.43e-11
-1.21e-05,2.51e-11
-1.21e-05,2.48e-11
-1.2e-05,2.48e-11
-1.2e-05,2.58e-11
-1.2e-05,2.66e-11
-1.2e-05,2.62e-11
-1.2e-05,2.69e-11
-1.2e-05,2.51e-11
-1.2e-05,2.66e-11
-1.2e-05,2.48e-11
-1.2e-05,2.68e-11
-1.2e-05,2.54e-11
-1.2e-05,2.64e-11
-1.19e-05,2.7e-11
-1.19e-05,2.86e-11
-1.19e-05,2.74e-11
-1.19e-05,2.7e-11
-1.19e-05,2.92e-11
-1.19e-05,2.69e-11
-1.19e-05,2.81e-11
-1.19e-05,2.93e-11
-1.19e-05,2.9e-11
-1.19e-05,3.07e-11
-1.18e-05,3.02e-11
-1.18e-05,3.16e-11
-1.18e-05,3.07e-11
-1.18e-05,3.1e-11
-1.18e-05,3.08e-11
-1.18e-05,3.28e-11
-1.18e-05,3.39e-11
-1.18e-05,3.25e-11
-1.18e-05,3.3e-11
-1.18e-05,3.2e-11
-1.17e-05,3.36e-11
-1.17e-05,3.17e-11
-1.17e-05,3.29e-11
-1.17e-05,3.22e-11
-1.17e-05,3.2e-11
-1.17e-05,3.26e-11
-1.17e-05,3.16e-11
-1.17e-05,3.36e-11
-1.17e-05,3.24e-11
-1.17e-05,3.51e-11
-1.16e-05,3.4e-11
-1.16e-05,3.63e-11
-1.16e-05,3.59e-11
-1.16e-05,3.56e-11
-1.16e-05,3.83e-11
-1.16e-05,3.86e-11
-1.16e-05,4.04e-11
-1.16e-05,4.06e-11
-1.16e-05,4.28e-11
-1.15e-05,4.56e-11
-1.15e-05,4.82e-11
-1.15e-05,5.09e-11
-1.15e-05,5.24e-11
-1.15e-05,5.76e-11
-1.15e-05,5.94e-11
-1.15e-05,6.29e-11
-1.15e-05,6.26e-11
-1.15e-05,6.67e-11
-1.14e-05,6.89e-11
-1.14e-05,7.14e-11
-1.14e-05,7.49e-11
-1.14e-05,7.65e-11
-1.14e-05,8.04e-11
-1.14e-05,8.26e-11
-1.14e-05,8.64e-11
-1.14e-05,9.04e-11
-1.14e-05,9.2e-11
-1.13e-05,9.7e-11
-1.13e-05,9.87e-11
-1.13e-05,1.04e-10
-1.13e-05,1.05e-10
-1.13e-05,1.08e-10
-1.13e-05,1.11e-10
-1.13e-05,1.14e-10
-1.13e-05,1.17e-10
-1.12e-05,1.18e-10
-1.12e-05,1.23e-10
-1.12e-05,1.25e-10
-1.12e-05,1.29e-10
-1.12e-05,1.32e-10
-1.12e-05,1.36e-10
-1.12e-05,1.38e-10
-1.12e-05,1.4e-10
-1.12e-05,1.46e-10
-1.11e-05,1.46e-10
-1.11e-05,1.49e-10
-1.11e-05,1.5e-10
-1.11e-05,1.54e-10
-1.11e-05,1.56e-10
-1.11e-05,1.58e-10
-1.11e-05,1.61e-10
-1.11e-05,1.61e-10
-1.1e-05,1.64e-10
-1.1e-05,1.59e-10
-1.1e-05,1.54e-10
-1.1e-05,1.52e-10
-1.1e-05,1.54e-10
-1.1e-05,1.57e-10
-1.1e-05,1.58e-10
-1.09e-05,1.62e-10
-1.09e-05,1.63e-10
-1.09e-05,1.69e-10
-1.09e-05,1.73e-10
-1.09e-05,1.78e-10
-1.09e-05,1.8e-10
-1.09e-05,1.85e-10
-1.09e-05,1.88e-10
-1.08e-05,1.92e-10
-1.08e-05,1.97e-10
-1.08e-05,1.99e-10
-1.08e-05,2.05e-10
-1.08e-05,2.07e-10
-1.08e-05,2.12e-10
-1.08e-05,2.15e-10
-1.07e-05,2.18e-10
-1.07e-05,2.23e-10
-1.07e-05,2.24e-10
-1.07e-05,2.28e-10
-1.07e-05,2.3e-10
-1.07e-05,2.32e-10
-1.07e-05,2.36e-10
-1.06e-05,2.37e-10
-1.06e-05,2.4e-10
-1.06e-05,2.4e-10
-1.06e-05,2.44e-10
-1.06e-05,2.45e-10
-1.06e-05,2.49e-10
-1.06e-05,2.52e-10
-1.05e-05,2.54e-10
-1.05e-05,2.57e-10
-1.05e-05,2.58e-10
-1.05e-05,2.64e-10
-1.05e-05,2.65e-10
-1.05e-05,2.68e-10
-1.05e-05,2.69e-10
-1.04e-05,2.74e-10
-1.04e-05,2.77e-10
-1.04e-05,2.81e-10
-1.04e-05,2.85e-10
-1.04e-05,2.88e-10
-1.04e-05,2.92e-10
-1.03e-05,2.95e-10
-1.03e-05,2.97e-10
-1.03e-05,3.01e-10
-1.03e-05,3.03e-10
-1.03e-05,3.07e-10
-1.03e-05,3.09e-10
-1.03e-05,3.13e-10
-1.02e-05,3.14e-10
-1.02e-05,3.17e-10
-1.02e-05,3.17e-10
-1.02e-05,3.18e-10
-1.02e-05,3.19e-10
-1.02e-05,3.17e-10
-1.01e-05,3.14e-10
-1.01e-05,3.11e-10
-1.01e-05,3.12e-10
-1.01e-05,3.13e-10
-1.01e-05,3.17e-10
-1.01e-05,3.22e-10
-1e-05,3.28e-10
-1e-05,3.35e-10
-1e-05,3.39e-10
-1e-05,3.46e-10
-9.98e-06,3.53e-10
-9.97e-06,3.61e-10
-9.95e-06,3.69e-10
-9.93e-06,3.78e-10
-9.92e-06,3.88e-10
-9.9e-06,3.94e-10
-9.88e-06,4.05e-10
-9.87e-06,4.16e-10
-9.85e-06,4.26e-10
-9.83e-06,4.36e-10
-9.82e-06,4.46e-10
