Ind_Ext,Force_Ext
-1.19e-05,1.5e-12
-1.19e-05,2.29e-12
-1.19e-05,2.71e-12
-1.19e-05,2.6e-12
-1.19e-05,2.68e-12
-1.19e-05,1.32e-12
-1.19e-05,1.61e-12
-1.18e-05,1.22e-12
-1.18e-05,1.08e-12
-1.18e-05,1.54e-12
-1.18e-05,5.37e-13
-1.18e-05,2.2e-13
-1.18e-05,5.2e-13
-1.18e-05,1.11e-12
-1.18e-05,2.39e-13
-1.18e-05,6.38e-13
-1.18e-05,7.54e-13
-1.18e-05,1.85e-13
-1.17e-05,-1.34e-13
-1.17e-05,6.26e-13
-1.17e-05,5.21e-13
-1.17e-05,1.28e-13
-1.17e-05,4.49e-13
-1.17e-05,-6.08e-13
-1.17e-05,6.12e-13
-1.17e-05,1.07e-12
-1.17e-05,7.02e-13
-1.17e-05,4.53e-13
-1.16e-05,2.8e-13
-1.16e-05,1.13e-12
-1.16e-05,3.37e-13
-1.16e-05,8.92e-13
-1.16e-05,1.32e-12
-1.16e-05,4.42e-13
-1.16e-05,7.39e-13
-1.16e-05,6.43e-13
-1.16e-05,1.53e-12
-1.16e-05,7.02e-13
-1.15e-05,1.48e-12
-1.15e-05,8.91e-13
-1.15e-05,2.37e-12
-1.15e-05,2.73e-12
-1.15e-05,2.82e-12
-1.15e-05,3.51e-12
-1.15e-05,2.25e-12
-1.15e-05,2.33e-12
-1.15e-05,2.94e-12
-1.15e-05,2.73e-12
-1.14e-05,2.54e-12
-1.14e-05,2.34e-12
-1.14e-05,2.96e-12
-1.14e-05,2.42e-12
-1.14e-05,2.79e-12
-1.14e-05,2.06e-12
-1.14e-05,2.43e-12
-1.14e-05,2.79e-12
-1.14e-05,2.54e-12
-1.13e-05,3.24e-12
-1.13e-05,3.28e-12
-1.13e-05,2.75e-12
-1.13e-05,2.29e-12
-1.13e-05,2.51e-12
-1.13e-05,2.25e-12
-1.13e-05,2.4e-12
-1.13e-05,1.99e-12
-1.13e-05,1.77e-12
-1.12e-05,2.65e-12
-1.12e-05,2.18e-12
-1.12e-05,2.06e-12
-1.12e-05,9.01e-13
-1.12e-05,1.37e-12
-1.12e-05,7.13e-13
-1.12e-05,3.81e-13
-1.12e-05,1.85e-12
-1.11e-05,2.39e-13
-1.11e-05,1.07e-12
-1.11e-05,2.15e-13
-1.11e-05,4.03e-13
-1.11e-05,-6.05e-15
-1.11e-05,3.68e-13
-1.11e-05,-1.15e-13
-1.11e-05,-2.33e-13
-1.11e-05,4.08e-14
-1.1e-05,-2.66e-13
-1.1e-05,-1.28e-12
-1.1e-05,-7.92e-13
-1.1e-05,-5.7e-13
-1.1e-05,2.41e-13
-1.1e-05,-6.34e-14
-1.1e-05,-1e-12
-1.1e-05,-1.08e-12
-1.09e-05,-4.58e-13
-1.09e-05,-6.37e-13
-1.09e-05,-4.93e-13
-1.09e-05,-1.3e-12
-1.09e-05,-1.2e-12
-1.09e-05,-1.24e-12
-1.09e-05,-1.77e-12
-1.09e-05,-1.71e-12
