Ind_Ext,Force_Ext
-1.22e-05,5.78e-13
-1.22e-05,1.18e-11
-1.22e-05,1.58e-11
-1.22e-05,1.98e-11
-1.22e-05,2.16e-11
-1.21e-05,2.15e-11
-1.21e-05,2.37e-11
-1.21e-05,2.36e-11
-1.21e-05,2.7e-11
-1.21e-05,2.67e-11
-1.21e-05,2.99e-11
-1.21e-05,2.99e-11
-1.21e-05,3.13e-11
-1.21e-05,3.22e-11
-1.21e-05,3.3e-11
-1.21e-05,3.49e-11
-1.2e-05,3.39e-11
-1.2e-05,3.54e-11
-1.2e-05,3.73e-11
-1.2e-05,3.76e-11
-1.2e-05,4.02e-11
-1.2e-05,4.09e-11
-1.2e-05,4.34e-11
-1.2e-05,4.11e-11
-1.2e-05,4.34e-11
-1.2e-05,4.42e-11
-1.2e-05,4.43e-11
-1.19e-05,4.53e-11
-1.19e-05,4.45e-11
-1.19e-05,4.89e-11
-1.19e-05,4.63e-11
-1.19e-05,4.97e-11
-1.19e-05,4.84e-11
-1.19e-05,4.9e-11
-1.19e-05,5.01e-11
-1.19e-05,4.97e-11
-1.19e-05,5.03e-11
-1.19e-05,5.06e-11
-1.18e-05,5.41e-11
-1.18e-05,5.26e-11
-1.18e-05,5.41e-11
-1.18e-05,5.39e-11
-1.18e-05,5.61e-11
-1.18e-05,5.68e-11
-1.18e-05,5.6e-11
-1.18e-05,5.75e-11
-1.18e-05,5.78e-11
-1.18e-05,5.98e-11
-1.17e-05,6.11e-11
-1.17e-05,6.37e-11
-1.17e-05,6.46e-11
-1.17e-05,6.41e-11
-1.17e-05,6.56e-11
-1.17e-05,6.59e-11
-1.17e-05,6.72e-11
-1.17e-05,6.96e-11
-1.17e-05,7e-11
-1.16e-05,7.07e-11
-1.16e-05,7.05e-11
-1.16e-05,7.32e-11
-1.16e-05,7.16e-11
-1.16e-05,7.51e-11
-1.16e-05,7.41e-11
-1.16e-05,7.55e-11
-1.16e-05,7.61e-11
-1.16e-05,7.97e-11
-1.16e-05,8.04e-11
-1.15e-05,8.03e-11
-1.15e-05,8.3e-11
-1.15e-05,8.48e-11
-1.15e-05,8.61e-11
-1.15e-05,8.62e-11
-1.15e-05,8.79e-11
-1.15e-05,8.87e-11
-1.15e-05,9.06e-11
-1.15e-05,9.14e-11
-1.14e-05,9.3e-11
-1.14e-05,9.45e-11
-1.14e-05,9.59e-11
-1.14e-05,9.91e-11
-1.14e-05,1.02e-10
-1.14e-05,1.01e-10
-1.14e-05,1.04e-10
-1.14e-05,1.05e-10
-1.14e-05,1.07e-10
-1.13e-05,1.08e-10
-1.13e-05,1.11e-10
